timestamp,frame,DetObj#,x,y,z,v,snr,noise
2025-05-07 11:48:39.726,93,0,-0.3066251575946808,0.2432103604078292,0.0295033138245344,0.0,152,680
2025-05-07 11:48:39.726,93,1,-0.0367950163781642,0.5721378326416016,0.133775919675827,0.0,155,596
2025-05-07 11:48:39.726,93,2,-0.0858550369739532,1.2833127975463867,-0.4824267327785492,0.0,165,564
2025-05-07 11:48:39.726,93,3,-0.815622866153717,0.5737525224685669,0.9447569847106934,0.0,165,564
2025-05-07 11:48:39.726,93,4,0.4047451913356781,3.114057779312134,0.7894428968429565,0.0,114,564
2025-05-07 11:48:39.726,93,5,-0.8094903826713562,1.60072922706604,-2.695697784423828,0.0,114,564
2025-05-07 11:48:39.775,94,0,-0.3066251575946808,0.2431333661079406,0.0301311518996953,0.0,145,688
2025-05-07 11:48:39.775,94,1,-0.0367950163781642,0.5779751539230347,0.1057469323277473,0.0,155,597
2025-05-07 11:48:39.775,94,2,-0.0858550369739532,1.2893025875091553,-0.4661825299263,0.0,158,571
2025-05-07 11:48:39.775,94,3,-0.815622866153717,0.5514429807662964,0.9579501152038574,0.0,158,571
2025-05-07 11:48:39.825,95,0,-0.3066251575946808,0.2431401014328003,0.0300767384469509,0.0,142,690
2025-05-07 11:48:39.825,95,1,-0.0183975081890821,0.5850563049316406,0.0629457831382751,0.0,160,594
2025-05-07 11:48:39.825,95,2,0.0,0.7325121164321899,0.1712060868740081,0.0,122,549
2025-05-07 11:48:39.825,95,3,-0.0858550369739532,1.2961757183074951,-0.4467168152332306,0.0,164,566
2025-05-07 11:48:39.825,95,4,-0.815622866153717,0.5754720568656921,0.9437105655670166,0.0,164,566
2025-05-07 11:48:39.825,95,5,0.4047451913356781,3.1094977855682373,0.8072178959846497,0.0,114,563
2025-05-07 11:48:39.825,95,6,-0.8094903826713562,1.472912073135376,-2.767607450485229,0.0,114,563
2025-05-07 11:48:39.874,96,0,-0.3066251575946808,0.2431322783231735,0.0301399938762187,0.0,146,687
2025-05-07 11:48:39.874,96,1,0.0,0.5874512791633606,0.0386327840387821,0.0,151,592
2025-05-07 11:48:39.874,96,2,-0.0858550369739532,1.2986657619476318,-0.4394254982471466,0.0,159,571
2025-05-07 11:48:39.923,97,0,-0.3066251575946808,0.243065521121025,0.0306736044585704,0.0,151,682
2025-05-07 11:48:39.923,97,1,0.0,0.5868293642997742,0.0471468865871429,0.0,138,590
2025-05-07 11:48:39.923,97,2,-0.0858550369739532,1.296353459358215,-0.4462006390094757,0.0,154,576
2025-05-07 11:48:39.973,98,0,-0.3066251575946808,0.2426488399505615,0.0338120944797992,0.0,154,680
2025-05-07 11:48:39.973,98,1,0.0,0.5832704901695251,0.0799192413687706,0.0,133,590
2025-05-07 11:48:39.973,98,2,-0.0858550369739532,1.2892645597457886,-0.4662879109382629,0.0,158,573
2025-05-07 11:48:39.973,98,3,-0.815622866153717,0.6168141961097717,0.9172229766845704,0.0,158,573
2025-05-07 11:48:40.023,99,0,-0.3066251575946808,0.2422310411930084,0.036685723811388,0.0,160,676
2025-05-07 11:48:40.023,99,1,0.0,0.5809523463249207,0.095319889485836,0.0,137,584
2025-05-07 11:48:40.023,99,2,-0.0858550369739532,1.2853974103927612,-0.4768445491790771,0.0,159,572
2025-05-07 11:48:40.023,99,3,-0.815622866153717,0.6550168991088867,0.8903430104255676,0.0,159,572
2025-05-07 11:48:40.072,100,0,-0.3066251575946808,0.2423696219921112,0.035758726298809,0.0,165,670
2025-05-07 11:48:40.072,100,1,-0.0858550369739532,1.291438102722168,-0.4602336585521698,0.0,151,580
2025-05-07 11:48:40.122,101,0,-0.0551925227046012,0.5246040225028992,0.2614114880561828,0.0,115,594
2025-05-07 11:48:40.122,101,1,-0.0858550369739532,1.2913296222686768,-0.4605377316474914,0.0,151,579
2025-05-07 11:48:40.172,102,0,-0.1860192567110061,0.0154268089681863,-0.3820245265960693,0.0,185,656
2025-05-07 11:48:40.172,102,1,-0.0551925227046012,0.5415478944778442,0.2242123633623123,0.0,130,593
2025-05-07 11:48:40.172,102,2,-0.0858550369739532,1.2873094081878662,-0.4716584980487823,0.0,157,574
2025-05-07 11:48:40.172,102,3,-0.815622866153717,0.6427886486053467,0.899211049079895,0.0,157,574
2025-05-07 11:48:40.172,102,4,0.4047451913356781,3.098867416381836,0.8471114039421082,0.0,115,568
2025-05-07 11:48:40.172,102,5,-0.8094903826713562,1.5865931510925293,-2.7040419578552246,0.0,115,568
2025-05-07 11:48:40.222,103,0,-0.0551925227046012,0.5537357330322266,0.1921510547399521,0.0,146,585
2025-05-07 11:48:40.222,103,1,0.0,0.7407390475273132,0.131115049123764,0.0,115,548
2025-05-07 11:48:40.222,103,2,-0.0429275184869766,1.2894859313964844,-0.4715735018253326,0.0,164,568
2025-05-07 11:48:40.222,103,3,-0.815622866153717,0.6125113368034363,0.9201019406318665,0.0,164,568
2025-05-07 11:48:40.222,103,4,0.4047451913356781,3.109844207763672,0.8058817982673645,0.0,115,567
2025-05-07 11:48:40.222,103,5,-0.8094903826713562,1.5646162033081057,-2.7168173789978027,0.0,115,567
2025-05-07 11:48:40.272,104,0,-0.0551925227046012,0.5583067536354065,0.1784344762563705,0.0,139,598
2025-05-07 11:48:40.272,104,1,0.0,0.7381675839424133,0.1448936462402343,0.0,120,554
2025-05-07 11:48:40.272,104,2,-0.0429275184869766,1.2861241102218628,-0.4806668162345886,0.0,161,573
2025-05-07 11:48:40.272,104,3,-0.815622866153717,0.6338118314743042,0.9055607914924622,0.0,161,573
2025-05-07 11:48:40.272,104,4,0.4047451913356781,3.1110095977783203,0.8013713359832764,0.0,114,568
2025-05-07 11:48:40.272,104,5,-0.8094903826713562,1.572266697883606,-2.71239709854126,0.0,114,568
2025-05-07 11:48:40.272,104,6,-2.1003823280334477,3.6240174770355225,1.5914138555526731,0.0,121,572
2025-05-07 11:48:40.272,104,7,2.6604840755462646,3.2584269046783447,1.5434330701828003,0.0,121,572
2025-05-07 11:48:40.321,105,0,-0.1860192567110061,0.1086637675762176,-0.3665691018104553,0.0,175,666
2025-05-07 11:48:40.321,105,1,-0.0551925227046012,0.563497006893158,0.1612962335348129,0.0,144,596
2025-05-07 11:48:40.321,105,2,-0.0858550369739532,1.2834080457687378,-0.482173204421997,0.0,157,578
2025-05-07 11:48:40.321,105,3,-0.815622866153717,0.6351094841957092,0.9046511650085448,0.0,157,578
2025-05-07 11:48:40.321,105,4,-2.1003823280334477,3.626530170440674,1.5856797695159912,0.0,119,574
2025-05-07 11:48:40.321,105,5,2.6604840755462646,3.279771566390991,1.4975415468215942,0.0,119,574
